"FullName","LineCount"
"G:\lagoaformosanomomento\src\components-pages\news-detail\components\tools\ReadingModeToggle.tsx","24"
"G:\lagoaformosanomomento\src\components-pages\news-detail\components\tools\BackToTopButton.tsx","24"
"G:\lagoaformosanomomento\src\providers\AppControllerProvider.tsx","24"
"G:\lagoaformosanomomento\src\components\blocks\engagement\CounterWidget.tsx","24"
"G:\lagoaformosanomomento\src\components\admin\advertisers\config\panels\PlansPanel.tsx","24"
"G:\lagoaformosanomomento\src\components\admin\editor\blocks\textblock\MobileToolBtn.tsx","23"
"G:\lagoaformosanomomento\src\components\admin\advertisers\config\panels\PlacementsPanel.tsx","22"
"G:\lagoaformosanomomento\src\components\admin\editor\engagement\QuizEditor.tsx","20"
"G:\lagoaformosanomomento\src\components\JobsBoard.tsx","20"
"G:\lagoaformosanomomento\src\components-pages\news-detail\components\layout\ArticleLayout.tsx","15"
"G:\lagoaformosanomomento\src\components-pages\news-detail\components\tools\PrintButton.tsx","11"
"G:\lagoaformosanomomento\src\app\page.tsx","8"
"G:\lagoaformosanomomento\src\components-pages\Login.tsx","1"
"G:\lagoaformosanomomento\src\components-pages\NewsDetail.tsx","1"
